query,label,paraphrase
درس های سخت افزاری خیلی زیاد بود، خوب شد از چارت حذف شد,4,چارت بهتر شد وقتی دروس سخت افزاری را کمتر کردید
چقدر هوا سرده,5,هوا خیلی سرد شده است
چقدر هوا گرمه,5,هوا خیلی گرم شده است
چراغ های کلاس 115 سوخته است. لطفا تعویض کنید,4,باز هم چراغ های کلاس 115 سوخته است.
پروژکتور کلاس 115 کار نمیکند، رسیدگی کنید,4,چرا پروژکتور کلاس 115 کار نمیکند؟
کارت ورود به جلسه برای امتحانات نیاز داریم؟,1,کارت ورود به جلسه برای امتحانات لازمه؟
از کجا باید کارت ورود به جلسه امتحانات را بگیرم؟,1,کارت ورود به جلسه برای امتحانات را کجا بگیرم؟
شماره صندلی های امتحانات را کجا نوشتند؟,1,شماره صندلی های امتحانات را کجا ببینم؟
استاد محمدی رفتار مناسبی با دانشجو ندارد,4,استاد محمدی اصلا محترم نیست
استاد محمدی رفتار بسیار محترمانه ای با دانشجو دارد,4,استاد محمدی خیلی محترمه
استاد نمرات را خیلی دیر اعلام میکند,4,استاد نمرات را به موقع اعلام نمیکند
در مجموع چند واحد اختیاری باید پاس کنیم؟,1,تعداد کل اختیاری هایی که باید پاس کنیم چند تاست؟
مدرسه تکمیلی جزو واحد های اختیاری است؟,1,مدرسه تکمیلی هم واحد اختیاری است؟
در مجموع چند واحد عمومی باید پاس کنیم؟,1,تعداد کل عمومی هایی که باید پاس کنیم چند تاست؟
جشن روز دانشکده چه تاریخی برگزار میشود؟,2,زمان جشن روز دانشکده کی است؟
جشن روز دانشجو چه تاریخی برگزار میشود؟,2,زمان جشن روز دانشجو کی است؟
چارت درسی را از کجا باید ببینم؟,1,چارت درسی را چطور باید ببینم؟
چقدر استاد محمدی بدعنق است,4,استاد محمدی بدعنقه
چقدر استاد محمدی خوش اخلاق است,4,استاد محمدی خوش اخلاقه
کلاس آزمایشگاه فیزیک در دانشکده خودمان است یا دانشکده فیزیک؟,2,کلاس آزمایشگاه فیزیک در دانشکده خودمان برگزار میشود یا دانشکده فیزیک؟
نمره دروس افتاده هم در معدل حساب میشود؟,1,نمره دروس افتاده هم در معدل تاثیر میگذارد؟
برای دروس افتاده باید شهریه پرداخت کرد؟,1,دروس افتاده نیاز به پرداخت شهریه دارد؟
برای دروس حذف شده باید شهریه پرداخت کرد؟,1,دروس حذف شده نیاز به پرداخت شهریه دارد؟
دانشگاه های دیگر برای دروس حذف شده شهریه نمیگیرند، چرا فقط اینجا اینطوری است؟,4,فقط بهشتی برای دروس حذف شده شهریه میگیرد
دروس اختصاصی تابستان هم ارائه میشود؟,1,دروس اختصاصی را تابستان هم میتوانیم برداریم؟
ترم تابستان شهریه دارد؟,1,برای ترم تابستان باید شهریه پرداخت کنیم؟
ترم تابستان چقدر شهریه دارد؟,1,شهریه ترم تابستان چقدر است؟
برای ثبت نام باید کجا برم؟,1,
آسانسور خراب است.,4,
استاد مهدیانی خوب تدریس میکنه.,4,
استاد شمس فرد تمرین زیاد میده.,4,
استاد مهدیانی امتحان غیرمنطقی میگیره,4,
آخرین مهلت حذف اصطراری کی هست,1,
امتحانات کی شروع میشه؟,1,
امتحانات کی تموم میشه؟,1,
امتحان درس پایگاه داده در چه تاریخی برگزار میشه؟,1,
انتخاب واحد چه تاریخیه؟,1,
چه درس هایی تو ترم تابستون ارائه میشه؟,1,
درس معادلات دیفرانسیل تو ترم تابستون ارائه میشه؟,1,
لطفا فضای لابی رو بیشتر کنید.,4,
آیا میتوانم کتاب فیزیک هالیدی را به امانت بگیرم؟,3,
آیا کتاب جاوای دایتل در کتابخانه موجود است؟,3,
لطفا مهلت فرجه رو بیشتر کنید.,4,
لطفا امکان بازگشت به عقب در امتحانات رو فعال کنید.,4,
پروژه های که اساتید میدن به شدت سخته.,4,
چه اساتیدی درس ایکس رو ارائه میدن؟,1,
آخرین مهلت وارد کردن نمرات چه تاریخیه؟,1,
چرا استاد شاملی نمرات رو اعلام نمیکنه؟,1,
استاد ایکس خیلی بد نمره میده.,4,
تصحیح استاد قوامی زاده سختگیرانست.,4,
نزدیکترین فرودگاه به دانشگاه کجاست؟,2,
چطور ایمیل دانشکده رو بگیریم؟,3,
بوفه حقوق کجاست؟,2,
دانشکده فیزیک کجاست؟,2,
گواهی اشتغال به تحصیل میخوام.,2,
ترم بعد هم کلاس ها مجازی هست؟,2,
امتحانات این ترم مجازیه؟,2,
این ترم درس نظریه بازی ها ارائه میشه؟,1,
حداقل واحد مجاز چقدره؟,1,
حداقل معدل مشروطی چنده؟,1,
چند واحد میتونیم حذف کنیم؟,1,
آیا برای اخذ درس حذف شده باید شهریه بپردازیم؟,1,
چه دوره های فرعی تو دانشکده برگزار میشه؟,2,
برای ترم سوم چند واحد درس برداریم؟,2,
غذاهای سلف افتضاحن.,4,
خواهشا تایم ناهار کلاس برگزار نکنید.,4,
شرایط حذف پزشکی چیه؟,1,
شرایط حذف ترم چیه؟,1,
چطور میتونم انصراف از تحصیل بدم؟,1,
چطور میتونم ترم رو حذف کنم؟,1,
چطور میتونم در یک درس مهمان شم؟,1,
رمز سامانه گلستان رو فراموش کردم.,1,
مهلت ارزشیابی اساتید تا کیه؟,1,
میشه ظرفیت درس نظریه رو زیاد کنید؟,4,
ترم بعد الکترونیک دیچیتال ارائه میشه؟,1,
چطور از اینجا برم میدون ونک؟,2,
درس ساختمان داده پیشنیاز چه درس هایی هست؟,1,
میز پینگ پونگ بیارید.,4,
مسابقات ورزشی برگزار کنید.,4,
از سخنران های مطرح دعوت کنید سخنرانی کنن.,4,
چند ترم فرصت تحصیل داریم؟,1,
درس مربوط به اقتصاد هم ارائه بدید.,4,
وندینگ ماشین خراب شده.,4,
چطور به نمراتمون اعتراض کنیم.,1,
دفتر استاد سلیمی کجاست؟,2,
چطور بریم آزمایشگاه؟,2,
صندوق انتقادات کجاست؟,2,
جند مورد غیبت منجر به حذف میشه؟,1,
حداکثر واحد مجاز چند واحده؟,1,
حداکثر چند کتاب میتونم به امانت بگیرم؟,3,
میزان جریمه کتابخونه من چقدره؟,3,
امروز ناهار سلف چیه؟,2,
کنکور ارشد چه تاریخی برگزار میشه؟,5,
ایمیل دکتر جهانیان چیه؟,2,
آخرین مهلت نظرسنجی اساتید کیه؟,1,
من به نمره درس تحلیل طراحی سیستم ها اعتراض دارم.,1,
چطور دوتا درس رو همنیاز کنم؟,1,
معدل مشروطی چنده؟,1,
مبانی برنامه نویسی تو کدوم کلاس برگزار میشه؟,1,
مراسم روز دانشجو کجا برگزار میشه؟,2,
سالن خوابگاه پسران کجاست؟,2,
چطور برای سالن فوتسال دانشگاه زمان رزرو کنیم؟,2,
تاریخ برگزاری جاواکاپ امسال کیه؟,2,
چندبار میتونم حذف اضطرای کنم؟,1,
نام کاریری سایت دانشگاه من چیه؟,3,
رییس دانشکده کیه؟,2,
معاون آموزشی کیه؟,2,
نزدیکترین دستشویی کجاست؟,2,
آبخوری طبقه دوم خرابه.,4,
فایلها تو ال ام اس آپلود نمیشه.,4,
ساعت درس افزار رو درست کنید.,4,
درس افزار پایینه.,4,
لطفا به اساتید بگید برای امتحانات بازگشت به عقب بگذارند.,4,
از اساتید بخواهید در تایم امتحانات تکلیف ندهند.,4,
از اساتید بخواهید نمره را در طول ترم توزیع کنند.,4,
به استادا بگید تابم کافی بدن واسه امتحان.,4,
شرایط خوابگاه گرفتن چیه؟,1,
شرایط وام گرفتن چیه؟,1,
یه کم به سلامت روان دانشجو اهمیت بدید.,4,
جلوی خصوصی سازی رو بگیرید.,4,
درس 1 واحدی چرا 3 واحد کار میکشه؟,4,
چقدر سهمیه اینترنت دارم؟,3,
مداد من گم شده.,5,
یک کیف پول پیدا کردم.,5,
چرا هوا آلوده میشه مارو تعطیل نمیکنید؟,5,
چرا برف نمیاد؟,5,
چه خبر؟,5,
چرا اینقدر این سربالایی نفس گیره؟,5,
چطور بدون درس خوندن پاس کنیم؟,5,
بزرگترین دانشکده کدومه؟,5,
کوچیکترین دانشکده کدومه؟,5,
چرا تی ای های دانشکده برق ول کن نیستن؟,5,
دروس عمومی چرا مفت نمی ارزن؟,5,
این انتخاب واحد نیست انتصاب واحده.,5,
رکورد دار سرعت با ماشین پیکان چه کسی است؟,5,
سنگین ترین دانشجوی دانشکده کیست؟,5,
با چه نمره ای مشروط می شویم؟,1,
حداکثر تعداد واحدی که یک مشروطی میتواند بردارد ؟,1,
چه معدلی الف حساب می شود؟,1,
