id,query,label
1255,با کامپیوتر های سایت میشه انتخاب واحد کرد؟,3
1256,کتابخانه کجاست؟,2
1257,آمفی تئاتر در کدوم طبقه است؟,2
1258,سایت دانشکده کجاست؟,2
1259,شرایط همکاری با اساتید په می باشد؟,2
1260,کد مشاهده درس های اخذ شده در ترم جاری در سیستم گلستان چند است؟,1
1261,پسورد سیستم های سایت چی هست؟,3
1262,چگونه خسارت کتاب گم شده را پرداخت کنم؟,3
1263,رئیس دانشگاه کیست؟,2
1264,امتحان فلان درس در کجا برگزار می شود؟,2
1265,با چه نمره ای مشروط می شویم؟,1
1266,چطور کارت دانشجویی المثنی بگیرم؟,1
1267,آیا می تونم به صورت مهمان یک درسی رو در اینجا بردارم؟,1
1268,آیا کارت دانشجویی باید در امتحانات داشته باشیم؟,1
1269,نزدیک ترین در به دانشکده کدام است؟,2
1270,نظر سنجی اساتید بی فایده است.,4
1271,ایا می توانم روی کامپیوتر سایت نرم افزاری نصب کنم؟,3
1272,کتابخانه کتاب برای فروش هم دارد؟,3
1273,چجوری میتونم برم میدان تجریش؟,5
1274,لطفا تعداد اساتیدی که دروس تخصصی و اصلی را ارائه می,4
1275,استخر کجای دانشگاهه؟,5
1276,معدل الف چنده؟,1
1277,لطفا یک وندینگ ماشین در زیرزمین بدارید,4
1278,جریمه دیر کرد کتاب چقدره؟,3
1279,هوا امروز آفتابی بود؟,5
1280,کتاب های رشته کامپیوترموجود است؟,3
1281,ساعت چند در دانشکده باز میشود؟,3
1282,اتاق نشریه کجاست؟,2
1283,زمان جشن روز دانشجو کی است؟,2
1284,چگونه می توانم کتاب مد نظرم را پیدا کنم؟,3
1285,تاریخ حذف اظطراری چه روزی است؟,1
1286,چند نوع سطح عضویتدر کتابخانه داریم؟,3
1287,گرفتن کتاب محدودیت داره؟,3
1288,چگونه می توانم مقالات فارسی جستجو نمایم؟,3
1289,کیفیت هوا چطوریه؟,5
1290,چجوری میتونم سالن فوتبال اجاره کنم؟,5
1291,زمان حذف و اضافه کی است ؟,1
1292,آِیا دوره های بان ارائه می شوند؟,5
1293,استاد جهانیان رو کجا میتونم پیدا کنم,2
1294,کدام رشته ها بازار کار بهتری دارند؟,5
1295,ایران به کدام دریاها راه دارد؟,5
1296,جند مورد غیبت منجر به حذف میشه؟,1
1297,آخرین مهلت حذف کی است؟,1
1298,جریمه دیرکرد به جه صورت است ؟,3
1299,معدل الف از چه نمره ایی به بالا محسوب میشه,1
1300,خوابگاه تا ساعت چند میشه رفت؟,2
1301,سطح علمی دانشکده به چه صورت است؟,5
1302,یک درس 3 واحدی چند جلسه می توان غیبت داشت؟,1
1303,اگر ممکنه کلاس ها تا ساعت 6 باشد.,4
1304,مدرک کارشناسی ام را چگونه باید یگیرم؟,1
1305,تدریس یار استاد شدن دارای چه مزایایی میباشد؟,1
1306,کتاب خونه کجاس ؟,2
1307,کتابخونه میزهاش تحمل وزن پایینی دارن.,4
1308,دانشکده بنچ شنبه ها باز است؟,2
1309,چرا بعضی اساتید اعتراضات میانترم را به درستی جواب نمی دهند؟,1
1310,ناهار چجوری بگیرم؟,2
1311,چگونه ایمیل دانشگاه بسازم؟,3
1312,اتاق بازی رو به ما برگردونید.,4
1313,سقف تعداد واحد ترم تابستان چنده؟,1
1314,چجوری میتونم انصراف بدم؟,1
1315,مدارک من کامل است؟,1
1316,تعداد اساتید با سواد کمه.,4
1317,آیا امکان درست کردن دندان به صورت رایگاه در دانشگاه وجود دارد؟,5
1318,چرا هر ترم اینقدر واحدها با هم تداخل دارن؟,4
1319,چگونه میتوان با اساتید صحبت کرد؟,2
1320,اسانسور کجاست,2
1321,کلاس 111 کجاست؟,2
1322,الان پروژه,1
1323,چه تعداد از دانشجویان در زمینه ی رشته تحصیلی شان کار پیدا می کنند؟,5
1324,نام کاربری و رمز عبور گلستان را فراموش کرده ام.,1
1325,چارت درسی را چطور باید ببینم؟,1
1326,حذف تک درس تاریخ شروع داره ؟,1
1327,سایت لیست کتاب ها اسمش چیه؟,3
1328,ساعت کاری کتابخانه تا چند است؟,2
1329,چه تعطیلاتی در این ترم داریم؟,2
1330,ثبت نام همون انتخاب واحده؟,1
1331,معدل این ترم من چند شده است؟,1
1332,می شه استاد راهنما رو عوض کرد؟,1
1333,دانشگاه حق ندارد کلاس یا امتحانی را در روزی غیر از روز های دانشگاه برگزار کند.,4
1334,لابی کجا است؟,2
1335,درآمد معلم ها به طور متوسط چقدر است؟,5
1336,دانشکده جمعه ها بازه؟,2
1337,راهی هست که قبل شروع مهلت حذف ترم بشه ترم رو حذف کرد ؟,1
1338,فلان استاد خارج مباحث امتحان میگیرد,4
1339,اساتید چطور درس می دهند؟,5
1340,برای دستیاران حل تمرین حقوق ثابت درنظر بگیرید.,4
1341,کاربرد های ماشین لرنینگ چیست؟,5
1342,پایان کلاس ها کی هست؟,1
1343,کامپیوتر سوم تو سایت روشن نمیشه.,3
1344,حجم دروس را کمتر کنید.,4
1345,طول بازه امانت گرفتن کتاب چقدر است؟,3
1346,مهلت حذف و اضافه تا کی هست؟,1
1347,دوره رهنما کالج کجا برگزار میشه,2
1348,دانشکده ساعت چند باز می شود؟,2
1349,سطح تدریس فلان استاد با امتحانش یکسان نیست,4
1350,چند واحد در حذف و اضافه میتوانیم حذف کنیم؟,1
1351,هزینه استفاده از سایت دانشکده چقدر است؟,3
1352,رییس دانشکده چه کسی می باشد؟,2
1353,کف یکی از کلاس ها کثیف شده، مسئول خدمات کجاست؟,2
1354,به نظرسنجی اساتید توجه کنید,4
1355,جریمه دیرکرد در تحویل کتاب چه قدر است؟,3
1356,چطور میتوانم به نمره دروس اعتراض کنم؟,1
1357,چجوری میتونم خوابگاه بگیرم؟,5
1358,در استخر کجاست؟,2
1359,کلاس 666 را میخواهم,2
1360,دانشکده کامپیوتر چه زمانی تاسیس شده است؟,2
1361,برای دروس حذف شده باید شهریه پرداخت کرد؟,1
1362,در مهلت حذف و اضافه، چند درس می توان برداشت؟,1
1363,آیا کتاب های غیردرسی هم در کتابخانه موجود است؟,3
1364,بعد چند جلسه غیبت درس به دلیل غیبت حذف میشود؟,1
1365,از کجا میتوانم پیش نیازها و هم نیازی های درس ها را ببینم؟,1
1366,تعداد دروس عملی دانشگاه تقریبا 0 است.,4
1367,دانشکده سایت کامپیوتر داره؟,2
1368,حراست چیست,5
1369,تحصیل توی این دانشکده چه امتیاز هایی داره؟,5
1370,حداقل واحد مجاز چقدره؟,1
1371,مساحت دانشکده چقدر است؟,2
1372,استادها سر وقت نمیان.,4
1373,چجوری روی سرور دانشکده اکانت بسازم؟,3
1374,مدارک ثبت نام را کجا تحویل بدهم؟,2
1375,چگونه ارامش خود را حفظ کنیم؟,5
1376,ساعت کاری آموزش.,2
1377,مسئول آموزش برخورد مناسبی با دانشجو ندارد.,4
1378,خود پرداز دانشکده کجاست؟,2
1379,چطور ایمیل دانشکده رو بگیریم؟,3
1380,معدل الف چیست؟,1
1381,آیا کتاب هالیدی در کتابخانه موجود است؟,3
1382,برای ثبت نام باید کجا برم؟,1
1383,گواهی اشتغال به تحصیل را از کجا میتونم بگیرم؟,1
1384,متاسفانه استاد ها شرایط دانشجو را در پروژه در نظر نمی گیرند.,4
1385,آیا در صورت نیاز میتوان بیش از 24 واحد برداشت؟,1
1386,ارتباط با صنعت برای کارآموزی توسعه یابد.,4
1387,حال یکی از بچه ها بد شده، او را کجا ببریم؟,2
1388,دانشگاه برف میاد؟,5
1389,آیا امکان برداشتن درس الگوریتم با دانشکده دیگر وحود دارد؟,1
1390,کتابخانه باز است؟,3
1391,ساعت چنده؟,5
1392,محل سرویس بهداشتی در این طبقه کجاست؟,2
1393,کامپیوترم کرش کرد. چیکار باید بکنم؟,3
1394,برنانه سماد رو آپدیت کنید,5
1395,لابی کجا می شه؟,2
1396,کیفیت غذا ها سلف را بیشتر کنید,4
1397,لطفا فضای لابی را برگردانید,4
1398,فضای اختصاص یافته به لابی کم هست.,4
1399,چند واحد باید برداشت؟,1
1400,مایکرویو دانشکده کجا است؟,2
1401,مسئولین کارآموزی چه زمان هایی در دانشکده هستند؟,2
1402,از کجا کارت دانشجویی بگیرم؟,1
1403,بهتر است در درس ها فقط به تئوری توجه نشود,4
1404,اگر استاد جواب اعتراضات به نمره را در گلستان ندهد، چکار کنم؟,1
1405,حذف پزشکی به چه شکله؟,5
1406,رو کدوم کامپیوتر یه توزیع arch base نصبه ؟,3
1407,کتابخانه کجاست؟,2
1408,لابی رو چرا برداشتین؟,4
1409,کارت دانشجویی ام را حراست گرفته است.,5
1410,رمز شناسه بهشتی را فراموش کردم، چطور رمز رو عوض کنم؟,2
1411,به علت مجازی بودن هنگام انتخاب واحد دسترسی به هیچ مسئولی نداریم.,4
1412,دستشویی طبقه اول خراب شده.,4
1413,ایام عید دانشکده بازه؟,2
